# SentenceFlow 启动词典 — lemma<TAB>band<TAB>ipa_gb<TAB>ipa_us<TAB>zh_gloss
# band 依 NGSL 频率常识赋值;详见本目录 README.md
may	106			
such	107			
us	108			
really	110			
even	111			
company	112			
those	113			
many	114			
child	115			
tell	116			
call	118			
down	119			
yes	120			
before	121			
man	122			
through	123			
show	124			
life	125			
between	126			
lot	127			
feel	128			
place	129			
change	130			
long	131			
pause	133			
still	134			
write	135			
problem	136			
talk	137			
something	139			
unclear	140			
same	141			
great	142			
number	143			
leave	144			
both	146			
help	148			
own	149			
ask	150			
part	151			
country	152			
put	153			
point	154			
start	155			
each	157			
become	158			
interest	159			
off	161			
another	162			
different	163			
high	164			
next	165			
include	166			
late	167			
why	168			
live	169			
end	170			
world	171			
week	172			
must	173			
while	174			
never	175			
study	176			
report	178			
play	179			
house	180			
group	181			
might	182			
course	184			
case	186			
system	187			
again	188			
hear	189			
woman	190			
seem	193			
around	194			
during	195			
keep	196			
follow	198			
question	200			
under	201			
important	202			
always	203			
however	205			
set	206			
hand	207			
provide	208			
small	209			
state	211			
begin	212			
since	214			
early	215			
money	216			
few	217			
bring	218			
market	219			
information	220			
area	221			
move	222			
business	223			
service	224			
government	225			
fact	226			
issue	227			
thank	228			
large	229			
result	230			
month	232			
increase	234			
word	237			
without	238			
pay	240			
offer	241			
build	242			
hold	244			
happen	245			
against	246			
away	247			
job	248			
buy	249			
though	250			
example	252			
believe	253			
plan	254			
second	255			
program	256			
form	258			
young	259			
lead	260			
face	261			
close	262			
hope	264			
cost	265			
head	266			
car	267			
understand	268			
hour	269			
far	270			
actually	271			
spend	272			
level	273			
city	274			
present	275			
less	276			
idea	277			
reason	278			
learn	279			
until	280			
member	281			
process	282			
experience	284			
support	286			
sure	287			
sort	288			
quite	289			
bad	290			
once	291			
enough	292			
although	293			
within	294			
age	295			
term	296			
whether	297			
able	298			
share	299			
line	300			
product	301			
speak	302			
side	303			
train	304			
soon	305			
low	306			
price	307			
public	308			
possible	310			
least	311			
parent	312			
consider	313			
effect	314			
rather	315			
control	316			
view	317			
story	318			
local	319			
anything	320			
together	321			
value	322			
hard	323			
stand	324			
color	327			
party	328			
bit	329			
continue	330			
ever	331			
eye	332			
base	333			
concern	334			
letter	335			
center	336			
lose	337			
yet	338			
almost	339			
development	340			
already	341			
test	342			
probably	343			
rate	345			
nothing	346			
whole	347			
suggest	348			
language	349			
deal	350			
send	351			
expect	352			
fall	353			
return	354			
water	355			
per	356			
allow	357			
cause	358			
power	359			
sit	360			
walk	361			
among	363			
care	364			
subject	365			
develop	366			
stay	367			
record	368			
mind	369			
remember	370			
past	371			
office	372			
force	373			
grow	374			
town	375			
light	376			
several	378			
period	379			
class	380			
matter	381			
food	382			
social	383			
require	384			
political	385			
win	386			
decide	387			
staff	388			
figure	389			
real	390			
future	391			
policy	392			
answer	393			
laugh	394			
remain	395			
ago	396			
type	397			
shop	398			
security	399			
receive	400			
note	401			
minute	402			
fund	403			
top	404			
game	405			
involve	406			
account	407			
half	408			
history	409			
create	410			
break	411			
moment	412			
individual	413			
across	414			
either	415			
further	417			
reach	418			
clear	419			
rule	420			
computer	421			
wait	422			
sound	423			
team	424			
along	425			
research	426			
appear	427			
drive	428			
activity	429			
black	430			
produce	431			
general	433			
body	434			
toward	435			
sense	437			
perhaps	438			
add	439			
everything	440			
law	441			
easy	442			
sell	443			
full	444			
film	445			
model	446			
war	447			
forward	448			
himself	449			
maybe	450			
design	451			
morning	452			
pass	453			
condition	454			
door	456			
human	457			
above	458			
available	459			
position	460			
agree	461			
short	462			
situation	463			
paper	464			
cover	465			
major	466			
customer	467			
bear	469			
choose	470			
main	471			
describe	472			
someone	473			
date	474			
event	475			
special	477			
certain	478			
phone	479			
join	480			
else	481			
girl	482			
sometimes	483			
community	485			
carry	486			
decision	487			
role	488			
president	489			
particular	490			
cut	491			
difference	492			
die	493			
eat	494			
enjoy	495			
rise	496			
especially	497			
detail	498			
data	499			
charge	500			
practice	501			
cell	502			
improve	503			
kid	504			
action	505			
strong	506			
health	508			
economic	509			
difficult	510			
regard	511			
travel	512			
approach	513			
amount	514			
investment	515			
white	516			
draw	517			
site	518			
round	519			
behind	520			
claim	521			
step	522			
patient	523			
true	524			
range	526			
percent	527			
themselves	528			
organization	529			
vote	530			
front	531			
measure	532			
trade	533			
therefore	534			
finally	535			
raise	536			
wear	537			
industry	538			
explain	539			
relationship	540			
quality	541			
accord	542			
wish	544			
death	545			
project	546			
land	547			
sign	548			
boy	549			
news	550			
risk	551			
total	552			
couple	553			
national	554			
list	555			
opportunity	556			
act	557			
road	559			
kill	560			
serve	561			
education	562			
picture	563			
likely	564			
standard	565			
benefit	566			
stage	567			
performance	568			
rest	569			
certainly	570			
culture	571			
focus	572			
itself	573			
arrive	574			
employee	575			
upon	576			
voice	577			
due	578			
technology	579			
field	580			
air	581			
material	582			
current	583			
teach	584			
financial	585			
century	586			
society	587			
analysis	588			
limit	589			
evidence	590			
reduce	591			
listen	592			
usually	593			
lie	594			
foot	595			
single	596			
common	597			
space	598			
realize	599			
former	600			
animal	601			
instead	602			
similar	603			
thus	604			
address	605			
leader	606			
complete	607			
arm	608			
function	609			
chance	610			
mention	611			
factor	612			
contact	613			
response	614			
demand	615			
exist	616			
accept	617			
save	618			
opinion	619			
pick	620			
wrong	621			
apply	622			
compare	623			
suppose	624			
choice	625			
structure	626			
fight	627			
relate	628			
firm	629			
feature	630			
ground	631			
effort	632			
source	633			
pretty	634			
campaign	635			
check	636			
okay	637			
street	638			
foreign	639			
attention	640			
personal	641			
particularly	642			
park	643			
whose	644			
knowledge	645			
contain	646			
official	647			
court	648			
article	650			
wife	651			
management	652			
manager	653			
section	654			
finish	655			
guy	656			
fine	657			
attack	659			
discuss	660			
stock	661			
prepare	662			
fire	663			
piece	664			
heart	665			
forget	666			
police	667			
recent	668			
behavior	669			
represent	670			
growth	671			
page	672			
holiday	673			
affect	674			
establish	675			
wonder	676			
poor	677			
manage	678			
addition	679			
bed	680			
simply	681			
recently	682			
surprise	684			
art	686			
method	687			
fast	688			
stuff	689			
international	690			
drink	691			
purchase	692			
myself	693			
worry	694			
whatever	695			
private	696			
determine	697			
summer	698			
evening	699			
influence	700			
exactly	701			
average	702			
everyone	703			
drop	704			
miss	705			
significant	706			
production	707			
inside	708			
attempt	710			
region	711			
cent	712			
race	713			
shall	714			
contract	715			
smile	716			
skill	717			
medium	718			
necessary	719			
economy	720			
various	721			
notice	722			
nature	723			
population	724			
key	725			
nation	726			
hit	727			
occur	728			
plant	729			
catch	730			
election	731			
director	732			
review	733			
military	734			
statement	735			
worker	736			
respect	737			
paint	738			
capital	739			
player	740			
press	741			
movie	742			
tax	743			
environment	744			
son	745			
hotel	746			
size	747			
item	748			
image	749			
drug	750			
simple	751			
indeed	752			
series	753			
final	754			
purpose	755			
treatment	757			
club	758			
file	759			
department	760			
wall	762			
direct	763			
character	764			
gain	765			
enter	767			
agreement	768			
fail	769			
season	770			
college	771			
seek	772			
achieve	773			
beautiful	774			
alone	776			
below	777			
clothes	778			
attend	779			
success	780			
argue	781			
lack	782			
comment	783			
option	784			
pull	785			
church	786			
herself	787			
advantage	788			
identify	789			
link	790			
indicate	791			
aim	792			
income	793			
specific	794			
floor	795			
discussion	796			
associate	797			
recognize	798			
tree	799			
unit	800			
loss	801			
mark	802			
challenge	803			
depend	804			
wide	805			
anyway	806			
mile	807			
board	808			
solution	809			
clearly	810			
anyone	811			
machine	812			
relation	813			
marry	814			
despite	815			
theory	816			
introduce	817			
prove	818			
ability	819			
popular	820			
modern	821			
release	823			
score	824			
access	825			
television	826			
target	827			
ready	828			
strike	829			
card	830			
potential	831			
pattern	832			
clock	833			
organize	834			
village	835			
nearly	836			
prefer	837			
movement	838			
propose	839			
guess	840			
operation	841			
fear	842			
hair	843			
trip	844			
supply	845			
quickly	846			
application	847			
sleep	848			
network	849			
strategy	850			
interview	851			
hospital	852			
husband	853			
degree	855			
star	856			
restaurant	857			
generally	858			
author	859			
yourself	860			
pressure	861			
task	862			
express	863			
competition	864			
serious	865			
reference	866			
treat	867			
conclusion	868			
brother	869			
natural	870			
touch	871			
everybody	872			
beyond	873			
define	874			
basis	875			
trouble	876			
deep	877			
energy	878			
dark	880			
sample	882			
refer	883			
adult	884			
positive	885			
except	886			
disease	887			
promise	888			
throw	889			
dress	890			
worth	891			
fill	893			
property	894			
profit	895			
somebody	896			
operate	897			
bar	898			
advance	899			
goal	900			
quarter	901			
central	902			
object	904			
style	905			
obviously	906			
push	907			
tend	908			
assume	909			
normal	910			
exchange	911			
suffer	912			
middle	913			
match	915			
officer	916			
avoid	917			
reflect	918			
useful	919			
fun	920			
huge	921			
instance	922			
seat	923			
document	924			
oil	925			
message	926			
net	927			
successful	928			
box	929			
resource	930			
pound	931			
throughout	932			
facility	933			
argument	934			
bill	935			
debate	936			
speech	937			
separate	938			
male	939			
baby	940			
earn	941			
maintain	942			
career	943			
hot	944			
billion	945			
doubt	946			
exercise	947			
previous	948			
daily	949			
search	950			
suddenly	951			
fly	952			
basic	953			
ring	954			
asset	955			
science	956			
dog	957			
perform	958			
balance	959			
dead	962			
encourage	963			
protect	964			
damage	965			
imagine	966			
estimate	968			
photo	969			
context	970			
newspaper	971			
credit	972			
daughter	973			
variety	974			
version	975			
extend	976			
proposal	977			
professional	978			
dollar	979			
whom	981			
memory	982			
mine	983			
ahead	984			
nor	985			
request	986			
post	987			
original	988			
female	989			
green	990			
dance	991			
dream	992			
observe	993			
inform	994			
communication	995			
discover	996			
track	997			
garden	998			
agency	999			
screen	1000			
possibility	1001			
examine	1002			
legal	1003			
recommend	1004			
university	1005			
text	1006			
direction	1007			
responsibility	1008			
conversation	1009			
magazine	1010			
easily	1011			
favorite	1012			
rock	1013			
independent	1014			
additional	1015			
agent	1016			
complex	1017			
appropriate	1018			
invite	1019			
traditional	1020			
cross	1021			
sea	1022			
famous	1023			
reply	1024			
software	1025			
weight	1026			
shape	1027			
completely	1028			
trial	1029			
weather	1030			
administration	1031			
fix	1032			
shoot	1033			
judge	1034			
absolutely	1035			
user	1036			
welcome	1037			
element	1038			
announce	1039			
requirement	1040			
glass	1041			
laughter	1042			
stick	1043			
difficulty	1044			
effective	1045			
survey	1046			
majority	1047			
invest	1048			
primary	1049			
generation	1050			
federal	1051			
wind	1052			
replace	1053			
writer	1054			
stress	1055			
committee	1056			
principle	1057			
content	1058			
immediately	1059			
unless	1060			
percentage	1061			
equipment	1062			
telephone	1063			
title	1064			
budget	1065			
transfer	1066			
blood	1067			
scene	1068			
conduct	1069			
chair	1070			
sector	1071			
executive	1073			
beat	1074			
wonderful	1075			
warm	1076			
copy	1077			
none	1078			
negative	1079			
annual	1080			
prevent	1081			
rich	1082			
block	1083			
payment	1084			
collection	1085			
advice	1086			
remove	1087			
ensure	1088			
hang	1089			
politics	1090			
medical	1091			
relative	1092			
directly	1093			
count	1094			
safe	1095			
transport	1096			
e-mail	1097			
mix	1098			
display	1099			
ride	1100			
flow	1101			
highly	1102			
flat	1103			
leg	1104			
contrast	1105			
procedure	1106			
correct	1108			
connection	1109			
institution	1110			
admit	1111			
consumer	1112			
reveal	1113			
video	1114			
radio	1115			
otherwise	1116			
nobody	1117			
aware	1118			
appeal	1119			
alternative	1120			
status	1121			
heavy	1122			
award	1123			
surface	1124			
handle	1125			
sex	1126			
introduction	1127			
deliver	1128			
cry	1129			
pair	1130			
tour	1131			
collect	1132			
extra	1133			
crowd	1134			
intend	1135			
reader	1136			
cheap	1137			
decade	1138			
sentence	1139			
farm	1140			
overall	1141			
moreover	1142			
concert	1143			
expression	1144			
dinner	1145			
print	1146			
decline	1147			
responsible	1148			
grant	1149			
physical	1150			
trust	1151			
ship	1152			
speed	1153			
south	1154			
select	1155			
category	1156			
fair	1157			
attitude	1158			
peace	1159			
truth	1160			
band	1161			
lay	1162			
importance	1163			
perfect	1164			
launch	1165			
wave	1166			
presence	1167			
crime	1168			
horse	1169			
progress	1170			
global	1171			
advertise	1172			
chief	1173			
slightly	1174			
scale	1175			
double	1176			
nuclear	1177			
warn	1178			
extent	1179			
labor	1180			
library	1181			
respond	1182			
edge	1183			
partner	1184			
experiment	1185			
satisfy	1186			
pain	1187			
slow	1188			
taxi	1189			
suit	1190			
spot	1191			
regular	1192			
excite	1193			
concept	1194			
guide	1195			
initial	1196			
speaker	1197			
dry	1198			
secretary	1199			
photograph	1200			
scheme	1201			
shake	1202			
technique	1203			
tonight	1204			
apart	1205			
cool	1207			
suggestion	1208			
defense	1209			
distance	1210			
north	1211			
lift	1212			
conflict	1213			
excellent	1214			
river	1215			
expert	1216			
favor	1217			
funny	1218			
eventually	1219			
football	1220			
heat	1221			
mistake	1222			
dear	1223			
improvement	1224			
chapter	1225			
emerge	1226			
demonstrate	1227			
artist	1228			
reform	1229			
adopt	1230			
corner	1231			
audience	1232			
struggle	1233			
decrease	1234			
roll	1235			
island	1236			
camp	1237			
feed	1238			
surround	1239			
investor	1240			
fully	1241			
fee	1242			
senior	1243			
arrange	1244			
expense	1245			
combine	1246			
cultural	1248			
map	1249			
meal	1250			
shift	1251			
contribution	1252			
weapon	1253			
ball	1254			
cash	1255			
entire	1256			
reality	1257			
solve	1258			
lesson	1259			
kitchen	1260			
circumstance	1261			
confirm	1262			
failure	1263			
contribute	1265			
tool	1266			
mouth	1267			
objective	1268			
gas	1269			
lady	1270			
quick	1271			
currently	1272			
glad	1273			
driver	1274			
beach	1275			
commercial	1276			
basically	1277			
spread	1278			
pop	1279			
variable	1280			
cancer	1281			
brain	1282			
reaction	1283			
proceed	1284			
crisis	1285			
neither	1286			
hide	1287			
refuse	1288			
consequence	1289			
volume	1290			
trend	1291			
traffic	1293			
mass	1294			
owner	1296			
length	1297			
vary	1298			
revenue	1299			
duty	1300			
repeat	1301			
mountain	1302			
unfortunately	1303			
survive	1304			
schedule	1305			
bedroom	1306			
employ	1307			
marriage	1308			
essential	1309			
critical	1310			
ticket	1311			
smoke	1312			
fan	1313			
flight	1314			
relatively	1315			
equal	1316			
egg	1317			
bottom	1318			
novel	1319			
somewhere	1320			
plus	1321			
coach	1322			
pleasure	1323			
promote	1324			
background	1325			
union	1326			
neighbor	1327			
provision	1328			
appreciate	1329			
plane	1330			
topic	1331			
enable	1332			
package	1333			
code	1334			
secret	1335			
manufacture	1336			
shareholder	1337			
investigation	1338			
attract	1339			
path	1340			
bird	1341			
bond	1342			
swim	1343			
afraid	1344			
environmental	1345			
finger	1346			
anybody	1347			
colleague	1348			
insurance	1349			
flower	1350			
consideration	1351			
settle	1352			
powerful	1353			
quiet	1354			
burn	1355			
engineer	1356			
component	1357			
waste	1358			
aid	1359			
extremely	1360			
earth	1361			
desire	1362			
apparently	1363			
tire	1364			
breath	1365			
delay	1366			
strength	1367			
connect	1368			
nurse	1369			
sum	1370			
brief	1371			
soldier	1372			
hardly	1373			
religious	1375			
strange	1376			
whereas	1377			
battle	1378			
construction	1379			
engage	1380			
district	1381			
hate	1382			
boat	1383			
stone	1384			
gather	1385			
tourist	1386			
divide	1387			
expand	1388			
historical	1389			
delivery	1390			
tradition	1391			
museum	1392			
mostly	1393			
host	1394			
broad	1395			
council	1397			
shoulder	1398			
troop	1399			
jump	1400			
healthy	1401			
fresh	1402			
conclude	1403			
furthermore	1404			
finance	1405			
threat	1406			
studio	1407			
bomb	1408			
safety	1409			
active	1410			
winter	1411			
export	1412			
acquire	1413			
blow	1414			
sun	1415			
obvious	1416			
coffee	1417			
generate	1418			
visitor	1419			
bind	1420			
tape	1421			
cycle	1422			
assess	1423			
editor	1424			
spirit	1425			
scientist	1426			
monitor	1427			
tear	1428			
location	1429			
actual	1430			
actor	1431			
corporate	1432			
twice	1433			
minister	1434			
murder	1435			
comfortable	1436			
pool	1437			
wash	1438			
assessment	1439			
register	1440			
regulation	1441			
temperature	1442			
violence	1443			
hurt	1444			
route	1445			
recall	1446			
impossible	1447			
army	1448			
sight	1449			
accident	1450			
error	1451			
usual	1452			
tough	1453			
opposite	1454			
wine	1455			
relax	1456			
characteristic	1457			
noise	1458			
carefully	1459			
camera	1460			
possibly	1461			
convince	1462			
arrangement	1463			
shock	1464			
oppose	1465			
climb	1466			
slowly	1467			
relevant	1468			
consist	1469			
principal	1470			
lawyer	1471			
manner	1472			
gun	1473			
locate	1474			
onto	1475			
commit	1476			
domestic	1477			
pack	1478			
kiss	1479			
protein	1480			
branch	1481			
rat	1482			
voter	1483			
vehicle	1484			
civil	1485			
literature	1486			
mainly	1487			
theater	1488			
stare	1489			
totally	1490			
freedom	1491			
quote	1492			
industrial	1493			
significantly	1494			
guest	1495			
commitment	1496			
description	1497			
capacity	1498			
fifty	1499			
skin	1500			
perspective	1502			
belong	1503			
normally	1504			
ought	1505			
participant	1506			
comparison	1507			
till	1508			
belief	1509			
dangerous	1510			
representative	1511			
signal	1512			
fashion	1513			
technical	1514			
interaction	1515			
deny	1516			
friendly	1517			
previously	1518			
gold	1519			
danger	1520			
participate	1521			
occasion	1522			
square	1523			
leadership	1524			
gift	1525			
mobile	1526			
border	1527			
label	1529			
load	1530			
prison	1531			
wood	1532			
ad	1533			
internal	1534			
suitable	1535			
west	1536			
affair	1537			
discount	1538			
outcome	1539			
advertisement	1540			
ignore	1541			
suspect	1543			
citizen	1544			
definition	1545			
arrest	1546			
largely	1547			
destroy	1548			
hall	1549			
investigate	1550			
desk	1551			
remind	1552			
familiar	1553			
loan	1554			
explore	1555			
index	1557			
recommendation	1558			
complain	1559			
poll	1560			
hi	1561			
wed	1562			
switch	1563			
escape	1564			
fairly	1565			
lovely	1566			
permit	1567			
import	1568			
association	1569			
dad	1570			
bright	1571			
predict	1572			
division	1573			
debt	1574			
shout	1575			
device	1576			
wake	1577			
proper	1578			
definitely	1579			
analyze	1580			
victim	1581			
necessarily	1582			
commission	1583			
amaze	1584			
combination	1585			
employment	1586			
conservative	1587			
guarantee	1588			
rank	1589			
protection	1590			
mouse	1591			
nevertheless	1592			
abuse	1593			
researcher	1594			
yield	1595			
root	1596			
secure	1597			
elect	1598			
chain	1599			
forest	1600			
confidence	1601			
frame	1602			
shot	1603			
identity	1604			
arise	1605			
afford	1606			
birth	1607			
tie	1608			
brand	1609			
instrument	1610			
hole	1611			
grade	1612			
threaten	1613			
hire	1614			
moral	1615			
latter	1616			
phase	1617			
approve	1618			
typical	1619			
strongly	1620			
channel	1621			
factory	1622			
judgment	1623			
proportion	1624			
concentration	1625			
resident	1626			
selection	1627			
empty	1628			
opposition	1629			
entirely	1630			
session	1631			
sexual	1632			
ice	1633			
master	1634			
narrow	1635			
graduate	1636			
increasingly	1637			
insist	1638			
bridge	1639			
license	1640			
concentrate	1641			
plenty	1642			
entry	1643			
reduction	1644			
respectively	1645			
farmer	1646			
notion	1647			
rent	1648			
odd	1649			
musical	1650			
appearance	1651			
bore	1652			
faithfully	1653			
adviser	1654			
reasonable	1655			
rely	1656			
presidential	1657			
sequence	1658			
soft	1659			
stretch	1660			
considerable	1661			
fuel	1662			
bottle	1663			
unique	1664			
atmosphere	1665			
practical	1666			
presentation	1667			
theme	1668			
hell	1669			
lock	1670			
prior	1671			
secondly	1672			
peak	1673			
mechanism	1674			
explanation	1675			
nowadays	1676			
native	1677			
succeed	1678			
mail	1679			
cast	1680			
wild	1681			
folk	1682			
intelligence	1683			
sheet	1684			
ear	1685			
journey	1686			
tiny	1687			
terrible	1688			
online	1689			
multiple	1690			
declare	1691			
engine	1692			
besides	1693			
chairman	1694			
mental	1695			
specifically	1696			
relief	1697			
professor	1698			
yard	1699			
celebrate	1700			
personality	1701			
construct	1702			
joint	1703			
via	1704			
row	1705			
capture	1706			
justice	1707			
constant	1708			
youth	1709			
coast	1710			
expectation	1711			
witness	1712			
blame	1713			
tone	1714			
seriously	1715			
honor	1716			
ourselves	1717			
electronic	1718			
dealer	1719			
disk	1720			
northern	1721			
chemical	1722			
somehow	1723			
hill	1724			
fruit	1725			
fellow	1726			
guard	1727			
sky	1728			
vision	1729			
impose	1730			
reserve	1731			
minimum	1732			
surely	1733			
thin	1734			
variation	1735			
formal	1736			
frequently	1737			
verb	1738			
acquisition	1739			
retire	1740			
recover	1741			
seed	1742			
tip	1743			
instruction	1744			
chart	1745			
mission	1746			
absence	1747			
fat	1748			
east	1749			
derive	1750			
ordinary	1751			
critic	1752			
helpful	1753			
gene	1754			
anywhere	1755			
lean	1756			
glance	1757			
ideal	1758			
neighborhood	1759			
smell	1760			
silence	1761			
disappear	1762			
cat	1763			
lip	1764			
passenger	1765			
compete	1766			
representation	1767			
rush	1768			
disorder	1769			
shut	1770			
complaint	1771			
careful	1772			
column	1773			
religion	1774			
legislation	1775			
employer	1776			
widely	1777			
protest	1778			
ancient	1779			
illustrate	1780			
faith	1781			
observation	1782			
reject	1783			
imply	1784			
ban	1785			
implement	1786			
command	1787			
approximately	1788			
maximum	1789			
qualify	1790			
somewhat	1791			
regional	1792			
assumption	1793			
temporary	1794			
attractive	1795			
plate	1796			
sad	1797			
frequency	1798			
weak	1799			
slip	1800			
victory	1801			
academic	1802			
county	1803			
circle	1804			
